Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ServiceRequest-ServiceRequestPathologieMamma.json	646	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	6	14	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-ServiceRequestPortCRC.json	854	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	9	12	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-ServiceRequestProcedure.json	886	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	8	10	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-ServiceRequestStagingMamma.json	362	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	11	0	0	0	0	0	0
fsh-generated/resources/Specimen-SpecimenBiopsieMamma.json	1062	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	9	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TherapiezielDreieck.json	20019	5	0	46	0	0	0	0	0	600	0	0	1	0	0	0	0	0	0	0	3	362	1324	0	0	0	16	1	2
fsh-generated/resources/StructureDefinition-enlist-change.json	4384	2	0	12	0	0	0	0	1	15	0	0	0	0	1	0	0	0	0	0	1	60	309	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-enlist-countable.json	4163	2	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	58	265	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-enlist-line-segment.json	4304	1	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	57	274	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-enlist-lot.json	14666	4	0	24	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	2	241	483	0	0	0	12	0	2
fsh-generated/resources/StructureDefinition-onko-care-plan.json	27351	6	0	58	1	0	0	0	0	45	0	0	0	0	1	0	0	1	0	0	1	333	896	0	0	0	18	0	4
fsh-generated/resources/StructureDefinition-onko-careplan-custodian.json	5230	1	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	75	230	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-onko-condition.json	3186	2	0	148	0	0	0	0	0	80	0	0	0	0	0	0	0	4	0	0	1	536	2001	0	0	0	30	0	9
fsh-generated/resources/StructureDefinition-onko-diagnostic-care-plan.json	21820	4	0	45	0	0	0	0	1	41	0	0	0	0	0	0	0	1	0	0	1	303	701	0	0	0	15	0	3
fsh-generated/resources/StructureDefinition-onko-therapy-goal.json	31060	7	0	33	0	0	0	0	0	41	0	0	1	0	1	0	0	0	0	0	2	302	627	0	0	0	13	0	3
fsh-generated/resources/StructureDefinition-onko-therapy-intent.json	7612	2	0	9	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	1	134	304	0	0	0	5	1	1
fsh-generated/resources/StructureDefinition-onko-therapy-line-medication-request.json	4861	2	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	62	211	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-onko-therapy-line.json	29423	6	0	28	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	295	478	0	0	0	12	0	3
fsh-generated/resources/StructureDefinition-onko-tumorboard-medication-request.json	13870	3	0	35	0	0	0	0	0	35	0	0	0	0	1	0	0	2	0	0	1	271	559	0	1	0	14	0	3
fsh-generated/resources/StructureDefinition-onko-tumorboard-service-request.json	11936	4	0	26	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	215	552	0	0	0	10	0	1
fsh-generated/resources/ValueSet-enlist-change-type.json	1175	1	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	9	8	104	0	0	0	1	0	0
fsh-generated/resources/ValueSet-enlist-countable.json	1178	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	9	7	84	0	0	0	0	0	1
fsh-generated/resources/ValueSet-enlist-lot-setting.json	1173	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	9	81	0	0	0	1	0	0
fsh-generated/resources/ValueSet-onko-therapy-goal-type.json	553	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	7	75	0	0	0	0	0	0
fsh-generated/resources/ValueSet-onko-therapy-intent.json	1407	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	9	74	0	0	0	0	0	0
fsh-generated/resources/ValueSet-onko-therapy-line-type.json	1369	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	9	73	0	0	0	1	0	0
fsh-generated/resources/ValueSet-onko-therapy-phase.json	1405	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	5	10	68	0	0	0	0	0	0
/input/includes/konzept-empfehlung-behandlung.svg	7169	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/beispiel-referenzgraph.svg	8347	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/konzept-therapieziele-ebenen.svg	4881	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/entitaet-asthma-stufen.svg	5456	-	-	-	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/entitaet-diabetes-phasen.svg	6156	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/therapieziel-dreieck.svg	6735	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/architektur-pyramide.svg	4702	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/konzept-target-anatomie.svg	5526	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/entitaet-ced-zielstaffel.svg	4568	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/konzept-verlauf-prozess.svg	13637	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/konzept-behandlungsepisoden.svg	5734	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/entitaet-rheuma-treat-to-target.svg	5973	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	2699	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	5711	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/entitaet-asthma.md	5754	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/translationinfo.md	32	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-TherapiezielDreieck-intro.md	795	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/behandlungsepisode.md	8630	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/szenario-mamma-abweichende-szenarios.md	9339	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
/input/pagecontent/analysebericht.md	60000	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
/input/pagecontent/goal-target-measure.md	8080	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/entitaet-diabetes.md	9497	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/szenario-mamma.md	10910	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/empfehlung-behandlung.md	6082	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/entitaet-rheuma.md	6491	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/szenario-crc.md	7685	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/therapieziele.md	8203	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/entitaet-ced.md	6651	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	1890	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/abweichung-sonstige-gruende.png	42722	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/abweichung-progress.png	47758	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/abweichung-dosisanpassung.png	54372	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/abweichung-substanzwechsel.png	63605	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/abweichung-verstorben.png	29651	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/profil-uebersicht.png	276616	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/profil-uebersicht.svg	16353	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/szenario-mamma-verlauf.png	155200	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/architektur-stack.png	223620	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/abweichung-nebenwirkung.png	78497	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	67127	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	0	0	0	0	0	0
